date,Experimental Plot,Lysimeter,Percolation (mm/day)
2019-09-08,E2,Lysimeter 1,0.136
2019-09-09,E2,Lysimeter 1,0.132
2019-09-10,E2,Lysimeter 1,0.136
2019-09-11,E2,Lysimeter 1,0.132
2019-09-12,E2,Lysimeter 1,0.12
2019-09-13,E2,Lysimeter 1,0.12
2019-09-14,E2,Lysimeter 1,0.124
2019-09-15,E2,Lysimeter 1,0.104
2019-09-16,E2,Lysimeter 1,0.1
2019-09-17,E2,Lysimeter 1,0.096
2019-09-18,E2,Lysimeter 1,0.104
2019-09-19,E2,Lysimeter 1,0.108
2019-09-20,E2,Lysimeter 1,0.108
2019-09-21,E2,Lysimeter 1,0.1
2019-09-22,E2,Lysimeter 1,0.104
2019-09-23,E2,Lysimeter 1,0.1
2019-09-24,E2,Lysimeter 1,0.088
2019-09-25,E2,Lysimeter 1,0.084
2019-09-26,E2,Lysimeter 1,0.088
2019-09-27,E2,Lysimeter 1,0.072
2019-09-28,E2,Lysimeter 1,0.08
2019-09-29,E2,Lysimeter 1,0.064
2019-09-30,E2,Lysimeter 1,0.076
2019-10-01,E2,Lysimeter 1,0.084
2019-10-02,E2,Lysimeter 1,0.064
2019-10-03,E2,Lysimeter 1,0.072
2019-10-04,E2,Lysimeter 1,0.06
2019-10-05,E2,Lysimeter 1,0.06
2019-10-06,E2,Lysimeter 1,0.068
2019-10-07,E2,Lysimeter 1,0.064
2019-10-08,E2,Lysimeter 1,0.052
2019-10-09,E2,Lysimeter 1,0.056
2019-10-10,E2,Lysimeter 1,0.056
2019-10-11,E2,Lysimeter 1,0.06
2019-10-12,E2,Lysimeter 1,0.064
2019-10-13,E2,Lysimeter 1,0.052
2019-10-14,E2,Lysimeter 1,0.052
2019-10-15,E2,Lysimeter 1,0.048
2019-10-16,E2,Lysimeter 1,0.056
2019-10-17,E2,Lysimeter 1,0.056
2019-10-18,E2,Lysimeter 1,0.036
2019-10-19,E2,Lysimeter 1,0.104
2019-10-20,E2,Lysimeter 1,0.256
2019-10-21,E2,Lysimeter 1,0.324
2019-10-22,E2,Lysimeter 1,0.372
2019-10-23,E2,Lysimeter 1,0.384
2019-10-24,E2,Lysimeter 1,0.38
2019-10-25,E2,Lysimeter 1,0.388
2019-10-26,E2,Lysimeter 1,0.388
2019-10-27,E2,Lysimeter 1,0.412
2019-10-28,E2,Lysimeter 1,0.5
2019-10-29,E2,Lysimeter 1,1.216
2019-10-30,E2,Lysimeter 1,1.66
2019-10-31,E2,Lysimeter 1,1.644
2019-11-01,E2,Lysimeter 1,19.576
2019-11-02,E2,Lysimeter 1,12.224
2019-11-03,E2,Lysimeter 1,6.38
2019-11-04,E2,Lysimeter 1,3.912
2019-11-05,E2,Lysimeter 1,2.884
2019-11-06,E2,Lysimeter 1,2.284
2019-11-07,E2,Lysimeter 1,2.012
2019-11-08,E2,Lysimeter 1,0.292
2019-11-09,E2,Lysimeter 1,0.0
2019-11-10,E2,Lysimeter 1,0.004
2019-11-11,E2,Lysimeter 1,0.0
2019-11-12,E2,Lysimeter 1,0.0
2019-11-13,E2,Lysimeter 1,0.0
2019-11-14,E2,Lysimeter 1,0.0
2019-11-15,E2,Lysimeter 1,0.0
2019-11-16,E2,Lysimeter 1,0.0
2019-11-17,E2,Lysimeter 1,0.0
2019-11-18,E2,Lysimeter 1,0.0
2019-11-19,E2,Lysimeter 1,0.0
2019-11-20,E2,Lysimeter 1,0.0
2019-11-21,E2,Lysimeter 1,0.0
2019-11-22,E2,Lysimeter 1,0.0
2019-11-23,E2,Lysimeter 1,0.0
2019-11-24,E2,Lysimeter 1,0.0
2019-11-25,E2,Lysimeter 1,0.0
2019-11-26,E2,Lysimeter 1,0.0
2019-11-27,E2,Lysimeter 1,0.0
2019-11-28,E2,Lysimeter 1,0.0
2019-11-29,E2,Lysimeter 1,0.0
2019-11-30,E2,Lysimeter 1,0.0
2019-12-01,E2,Lysimeter 1,0.0
2019-12-02,E2,Lysimeter 1,0.0
2019-12-03,E2,Lysimeter 1,0.0
2019-12-04,E2,Lysimeter 1,0.0
2019-12-05,E2,Lysimeter 1,0.0
2019-12-06,E2,Lysimeter 1,0.0
2019-12-07,E2,Lysimeter 1,0.0
2019-12-08,E2,Lysimeter 1,0.0
2019-12-09,E2,Lysimeter 1,0.24
2019-12-10,E2,Lysimeter 1,1.368
2019-12-11,E2,Lysimeter 1,0.0
2019-12-12,E2,Lysimeter 1,0.0
2019-12-13,E2,Lysimeter 1,0.0
2019-12-14,E2,Lysimeter 1,
2019-12-15,E2,Lysimeter 1,
2019-12-16,E2,Lysimeter 1,
2019-12-17,E2,Lysimeter 1,
2019-12-18,E2,Lysimeter 1,
2019-12-19,E2,Lysimeter 1,
2019-12-20,E2,Lysimeter 1,
2019-12-21,E2,Lysimeter 1,
2019-12-22,E2,Lysimeter 1,
2019-12-23,E2,Lysimeter 1,
2019-12-24,E2,Lysimeter 1,
2019-12-25,E2,Lysimeter 1,
2019-12-26,E2,Lysimeter 1,
2019-12-27,E2,Lysimeter 1,
2019-12-28,E2,Lysimeter 1,
2019-12-29,E2,Lysimeter 1,
2019-12-30,E2,Lysimeter 1,
2019-12-31,E2,Lysimeter 1,
2020-01-01,E2,Lysimeter 1,
2020-01-02,E2,Lysimeter 1,
2020-01-03,E2,Lysimeter 1,
2020-01-04,E2,Lysimeter 1,
2020-01-05,E2,Lysimeter 1,
2020-01-06,E2,Lysimeter 1,
2020-01-07,E2,Lysimeter 1,
2020-01-08,E2,Lysimeter 1,
2020-01-09,E2,Lysimeter 1,
2020-01-10,E2,Lysimeter 1,
2020-01-11,E2,Lysimeter 1,
2020-01-12,E2,Lysimeter 1,
2020-01-13,E2,Lysimeter 1,
2020-01-14,E2,Lysimeter 1,
2020-01-15,E2,Lysimeter 1,
2020-01-16,E2,Lysimeter 1,
2020-01-17,E2,Lysimeter 1,
2020-01-18,E2,Lysimeter 1,
2020-01-19,E2,Lysimeter 1,
2020-01-20,E2,Lysimeter 1,
2020-01-21,E2,Lysimeter 1,
2020-01-22,E2,Lysimeter 1,
2020-01-23,E2,Lysimeter 1,
2020-01-24,E2,Lysimeter 1,
2020-01-25,E2,Lysimeter 1,
2020-01-26,E2,Lysimeter 1,
2020-01-27,E2,Lysimeter 1,
2020-01-28,E2,Lysimeter 1,
2020-01-29,E2,Lysimeter 1,
2020-01-30,E2,Lysimeter 1,
2020-01-31,E2,Lysimeter 1,
2020-02-01,E2,Lysimeter 1,
2020-02-02,E2,Lysimeter 1,
2020-02-03,E2,Lysimeter 1,
2020-02-04,E2,Lysimeter 1,
2020-02-05,E2,Lysimeter 1,
2020-02-06,E2,Lysimeter 1,
2020-02-07,E2,Lysimeter 1,
2020-02-08,E2,Lysimeter 1,
2020-02-09,E2,Lysimeter 1,
2020-02-10,E2,Lysimeter 1,
2020-02-11,E2,Lysimeter 1,
2020-02-12,E2,Lysimeter 1,
2020-02-13,E2,Lysimeter 1,
2020-02-14,E2,Lysimeter 1,
2020-02-15,E2,Lysimeter 1,
2020-02-16,E2,Lysimeter 1,
2020-02-17,E2,Lysimeter 1,
2020-02-18,E2,Lysimeter 1,
2020-02-19,E2,Lysimeter 1,
2020-02-20,E2,Lysimeter 1,
2020-02-21,E2,Lysimeter 1,
2020-02-22,E2,Lysimeter 1,
2020-02-23,E2,Lysimeter 1,
2020-02-24,E2,Lysimeter 1,
2020-02-25,E2,Lysimeter 1,
2020-02-26,E2,Lysimeter 1,
2020-02-27,E2,Lysimeter 1,
2020-02-28,E2,Lysimeter 1,
2020-02-29,E2,Lysimeter 1,
2020-03-01,E2,Lysimeter 1,
2020-03-02,E2,Lysimeter 1,
2020-03-03,E2,Lysimeter 1,
2020-03-04,E2,Lysimeter 1,
2020-03-05,E2,Lysimeter 1,
2020-03-06,E2,Lysimeter 1,
2020-03-07,E2,Lysimeter 1,
2020-03-08,E2,Lysimeter 1,
2020-03-09,E2,Lysimeter 1,
2020-03-10,E2,Lysimeter 1,
2020-03-11,E2,Lysimeter 1,
2020-03-12,E2,Lysimeter 1,
2020-03-13,E2,Lysimeter 1,
2020-03-14,E2,Lysimeter 1,
2020-03-15,E2,Lysimeter 1,
2020-03-16,E2,Lysimeter 1,
2020-03-17,E2,Lysimeter 1,
2020-03-18,E2,Lysimeter 1,
2020-03-19,E2,Lysimeter 1,
2020-03-20,E2,Lysimeter 1,
2020-03-21,E2,Lysimeter 1,
2020-03-22,E2,Lysimeter 1,
2020-03-23,E2,Lysimeter 1,
2020-03-24,E2,Lysimeter 1,
2020-03-25,E2,Lysimeter 1,
2020-03-26,E2,Lysimeter 1,
2020-03-27,E2,Lysimeter 1,
2020-03-28,E2,Lysimeter 1,
2020-03-29,E2,Lysimeter 1,
2020-03-30,E2,Lysimeter 1,
2020-03-31,E2,Lysimeter 1,
2020-04-01,E2,Lysimeter 1,
2020-04-02,E2,Lysimeter 1,
2020-04-03,E2,Lysimeter 1,
2020-04-04,E2,Lysimeter 1,
2020-04-05,E2,Lysimeter 1,
2020-04-06,E2,Lysimeter 1,
2020-04-07,E2,Lysimeter 1,
2020-04-08,E2,Lysimeter 1,
2020-04-09,E2,Lysimeter 1,
2020-04-10,E2,Lysimeter 1,
2020-04-11,E2,Lysimeter 1,
2020-04-12,E2,Lysimeter 1,
2020-04-13,E2,Lysimeter 1,
2020-04-14,E2,Lysimeter 1,
2020-04-15,E2,Lysimeter 1,
2020-04-16,E2,Lysimeter 1,
2020-04-17,E2,Lysimeter 1,
2020-04-18,E2,Lysimeter 1,
2020-04-19,E2,Lysimeter 1,
2020-04-20,E2,Lysimeter 1,
2020-04-21,E2,Lysimeter 1,
2020-04-22,E2,Lysimeter 1,
2020-04-23,E2,Lysimeter 1,
2020-04-24,E2,Lysimeter 1,
2020-04-25,E2,Lysimeter 1,
2020-04-26,E2,Lysimeter 1,
2020-04-27,E2,Lysimeter 1,
2020-04-28,E2,Lysimeter 1,
2020-04-29,E2,Lysimeter 1,
2020-04-30,E2,Lysimeter 1,
2020-05-01,E2,Lysimeter 1,
2020-05-02,E2,Lysimeter 1,
2020-05-03,E2,Lysimeter 1,
2020-05-04,E2,Lysimeter 1,
2020-05-05,E2,Lysimeter 1,
2020-05-06,E2,Lysimeter 1,
2020-05-07,E2,Lysimeter 1,
2020-05-08,E2,Lysimeter 1,
2020-05-09,E2,Lysimeter 1,
2020-05-10,E2,Lysimeter 1,
2020-05-11,E2,Lysimeter 1,
2020-05-12,E2,Lysimeter 1,
2020-05-13,E2,Lysimeter 1,
2020-05-14,E2,Lysimeter 1,
2020-05-15,E2,Lysimeter 1,
2020-05-16,E2,Lysimeter 1,
2020-05-17,E2,Lysimeter 1,
2020-05-18,E2,Lysimeter 1,
2020-05-19,E2,Lysimeter 1,
2020-05-20,E2,Lysimeter 1,
2020-05-21,E2,Lysimeter 1,
2020-05-22,E2,Lysimeter 1,0.284
2020-05-23,E2,Lysimeter 1,0.256
2020-05-24,E2,Lysimeter 1,0.26
2020-05-25,E2,Lysimeter 1,0.256
2020-05-26,E2,Lysimeter 1,0.252
2020-05-27,E2,Lysimeter 1,0.252
2020-05-28,E2,Lysimeter 1,0.252
2020-05-29,E2,Lysimeter 1,0.252
2020-05-30,E2,Lysimeter 1,0.24
2020-05-31,E2,Lysimeter 1,0.224
2020-06-01,E2,Lysimeter 1,0.24
2020-06-02,E2,Lysimeter 1,0.244
2020-06-03,E2,Lysimeter 1,0.244
2020-06-04,E2,Lysimeter 1,0.232
2020-06-05,E2,Lysimeter 1,0.232
2020-06-06,E2,Lysimeter 1,0.228
2020-06-07,E2,Lysimeter 1,0.224
2020-06-08,E2,Lysimeter 1,0.224
2020-06-09,E2,Lysimeter 1,0.224
2020-06-10,E2,Lysimeter 1,0.224
2020-06-11,E2,Lysimeter 1,0.22
2020-06-12,E2,Lysimeter 1,0.212
2020-06-13,E2,Lysimeter 1,0.204
2020-06-14,E2,Lysimeter 1,0.204
2020-06-15,E2,Lysimeter 1,0.212
2020-06-16,E2,Lysimeter 1,0.212
2020-06-17,E2,Lysimeter 1,0.216
2020-06-18,E2,Lysimeter 1,0.212
2020-06-19,E2,Lysimeter 1,0.208
2020-06-20,E2,Lysimeter 1,0.2
2020-06-21,E2,Lysimeter 1,0.204
2020-06-22,E2,Lysimeter 1,0.2
2020-06-23,E2,Lysimeter 1,0.208
2020-06-24,E2,Lysimeter 1,0.2
2020-06-25,E2,Lysimeter 1,0.192
2020-06-26,E2,Lysimeter 1,0.204
2020-06-27,E2,Lysimeter 1,0.208
2020-06-28,E2,Lysimeter 1,0.204
2020-06-29,E2,Lysimeter 1,0.2
2020-06-30,E2,Lysimeter 1,0.2
2020-07-01,E2,Lysimeter 1,0.212
2020-07-02,E2,Lysimeter 1,0.212
2020-07-03,E2,Lysimeter 1,0.208
2020-07-04,E2,Lysimeter 1,0.204
2020-07-05,E2,Lysimeter 1,0.2
2020-07-06,E2,Lysimeter 1,0.196
2020-07-07,E2,Lysimeter 1,0.204
2020-07-08,E2,Lysimeter 1,0.192
2020-07-09,E2,Lysimeter 1,0.192
2020-07-10,E2,Lysimeter 1,0.188
2020-07-11,E2,Lysimeter 1,0.196
2020-07-12,E2,Lysimeter 1,0.176
2020-07-13,E2,Lysimeter 1,0.164
2020-07-14,E2,Lysimeter 1,0.156
2020-07-15,E2,Lysimeter 1,0.148
2020-07-16,E2,Lysimeter 1,0.152
2020-07-17,E2,Lysimeter 1,0.156
2020-07-18,E2,Lysimeter 1,0.148
2020-07-19,E2,Lysimeter 1,0.148
2020-07-20,E2,Lysimeter 1,0.144
2020-07-21,E2,Lysimeter 1,0.124
2020-07-22,E2,Lysimeter 1,0.12
2020-07-23,E2,Lysimeter 1,0.124
2020-07-24,E2,Lysimeter 1,0.112
2020-07-25,E2,Lysimeter 1,0.112
2020-07-26,E2,Lysimeter 1,0.112
2020-07-27,E2,Lysimeter 1,0.108
2020-07-28,E2,Lysimeter 1,0.1
2020-07-29,E2,Lysimeter 1,0.084
2020-07-30,E2,Lysimeter 1,0.084
2020-07-31,E2,Lysimeter 1,0.08
2020-08-01,E2,Lysimeter 1,0.076
2020-08-02,E2,Lysimeter 1,0.072
2020-08-03,E2,Lysimeter 1,0.076
2020-08-04,E2,Lysimeter 1,0.056
2020-08-05,E2,Lysimeter 1,0.068
2020-08-06,E2,Lysimeter 1,0.06
2020-08-07,E2,Lysimeter 1,0.08
2020-08-08,E2,Lysimeter 1,0.116
2020-08-09,E2,Lysimeter 1,0.132
2020-08-10,E2,Lysimeter 1,0.148
2020-08-11,E2,Lysimeter 1,0.164
2020-08-12,E2,Lysimeter 1,0.16
2020-08-13,E2,Lysimeter 1,0.152
2020-08-14,E2,Lysimeter 1,0.156
2020-08-15,E2,Lysimeter 1,0.152
2020-08-16,E2,Lysimeter 1,0.148
2020-08-17,E2,Lysimeter 1,0.152
2020-08-18,E2,Lysimeter 1,0.144
2020-08-19,E2,Lysimeter 1,0.128
2020-08-20,E2,Lysimeter 1,0.128
2020-08-21,E2,Lysimeter 1,0.132
2020-08-22,E2,Lysimeter 1,0.124
2020-08-23,E2,Lysimeter 1,0.112
2020-08-24,E2,Lysimeter 1,0.112
2020-08-25,E2,Lysimeter 1,0.128
2020-08-26,E2,Lysimeter 1,0.096
2020-08-27,E2,Lysimeter 1,0.096
2020-08-28,E2,Lysimeter 1,0.096
2020-08-29,E2,Lysimeter 1,0.088
2020-08-30,E2,Lysimeter 1,0.096
2020-08-31,E2,Lysimeter 1,0.244
2020-09-01,E2,Lysimeter 1,0.64
2020-09-02,E2,Lysimeter 1,0.784
2020-09-03,E2,Lysimeter 1,0.808
2020-09-04,E2,Lysimeter 1,0.82
2020-09-05,E2,Lysimeter 1,0.772
2020-09-06,E2,Lysimeter 1,0.744
2020-09-07,E2,Lysimeter 1,0.716
2020-09-08,E2,Lysimeter 1,0.652
2020-09-09,E2,Lysimeter 1,0.6
2020-09-10,E2,Lysimeter 1,0.576
2020-09-11,E2,Lysimeter 1,0.536
2020-09-12,E2,Lysimeter 1,0.5
2020-09-13,E2,Lysimeter 1,0.484
2020-09-14,E2,Lysimeter 1,0.436
2020-09-15,E2,Lysimeter 1,0.392
2020-09-16,E2,Lysimeter 1,0.388
2020-09-17,E2,Lysimeter 1,0.36
2020-09-18,E2,Lysimeter 1,0.324
2020-09-19,E2,Lysimeter 1,0.308
2020-09-20,E2,Lysimeter 1,0.28
2020-09-21,E2,Lysimeter 1,0.268
2020-09-22,E2,Lysimeter 1,0.272
2020-09-23,E2,Lysimeter 1,0.26
2020-09-24,E2,Lysimeter 1,0.228
2020-09-25,E2,Lysimeter 1,0.208
2020-09-26,E2,Lysimeter 1,0.204
2020-09-27,E2,Lysimeter 1,0.196
2020-09-28,E2,Lysimeter 1,0.184
2020-09-29,E2,Lysimeter 1,0.176
2020-09-30,E2,Lysimeter 1,0.16
2020-10-01,E2,Lysimeter 1,0.216
2020-10-02,E2,Lysimeter 1,0.664
2020-10-03,E2,Lysimeter 1,1.044
2020-10-04,E2,Lysimeter 1,1.208
2020-10-05,E2,Lysimeter 1,1.272
2020-10-06,E2,Lysimeter 1,1.228
2020-10-07,E2,Lysimeter 1,1.172
2020-10-08,E2,Lysimeter 1,1.06
2020-10-09,E2,Lysimeter 1,0.972
2020-10-10,E2,Lysimeter 1,0.94
2020-10-11,E2,Lysimeter 1,0.856
2020-10-12,E2,Lysimeter 1,0.848
2020-10-13,E2,Lysimeter 1,0.812
2020-10-14,E2,Lysimeter 1,0.796
2020-10-15,E2,Lysimeter 1,0.964
2020-10-16,E2,Lysimeter 1,1.22
2020-10-17,E2,Lysimeter 1,1.304
2020-10-18,E2,Lysimeter 1,1.548
2020-10-19,E2,Lysimeter 1,1.88
2020-10-20,E2,Lysimeter 1,1.876
2020-10-21,E2,Lysimeter 1,2.352
2020-10-22,E2,Lysimeter 1,
2020-10-23,E2,Lysimeter 1,
2020-10-24,E2,Lysimeter 1,
2020-10-25,E2,Lysimeter 1,
2020-10-26,E2,Lysimeter 1,
2020-10-27,E2,Lysimeter 1,
2020-10-28,E2,Lysimeter 1,
2020-10-29,E2,Lysimeter 1,
2020-10-30,E2,Lysimeter 1,
2020-10-31,E2,Lysimeter 1,
2020-11-01,E2,Lysimeter 1,
2020-11-02,E2,Lysimeter 1,
2020-11-03,E2,Lysimeter 1,
2020-11-04,E2,Lysimeter 1,
2020-11-05,E2,Lysimeter 1,
2020-11-06,E2,Lysimeter 1,
2020-11-07,E2,Lysimeter 1,
2020-11-08,E2,Lysimeter 1,
2020-11-09,E2,Lysimeter 1,
2020-11-10,E2,Lysimeter 1,
2020-11-11,E2,Lysimeter 1,
2020-11-12,E2,Lysimeter 1,
2020-11-13,E2,Lysimeter 1,
2020-11-14,E2,Lysimeter 1,
2020-11-15,E2,Lysimeter 1,
2020-11-16,E2,Lysimeter 1,
2020-11-17,E2,Lysimeter 1,
2020-11-18,E2,Lysimeter 1,
2020-11-19,E2,Lysimeter 1,
2020-11-20,E2,Lysimeter 1,
2020-11-21,E2,Lysimeter 1,
2020-11-22,E2,Lysimeter 1,
2020-11-23,E2,Lysimeter 1,
2020-11-24,E2,Lysimeter 1,
2020-11-25,E2,Lysimeter 1,
2020-11-26,E2,Lysimeter 1,
2020-11-27,E2,Lysimeter 1,
2020-11-28,E2,Lysimeter 1,
2020-11-29,E2,Lysimeter 1,
2020-11-30,E2,Lysimeter 1,
2020-12-01,E2,Lysimeter 1,
2020-12-02,E2,Lysimeter 1,
2020-12-03,E2,Lysimeter 1,
2020-12-04,E2,Lysimeter 1,
2020-12-05,E2,Lysimeter 1,
2020-12-06,E2,Lysimeter 1,
2020-12-07,E2,Lysimeter 1,
2020-12-08,E2,Lysimeter 1,
2020-12-09,E2,Lysimeter 1,
2020-12-10,E2,Lysimeter 1,
2020-12-11,E2,Lysimeter 1,
2020-12-12,E2,Lysimeter 1,
2020-12-13,E2,Lysimeter 1,
2020-12-14,E2,Lysimeter 1,
2020-12-15,E2,Lysimeter 1,
2020-12-16,E2,Lysimeter 1,
2020-12-17,E2,Lysimeter 1,
2020-12-18,E2,Lysimeter 1,
2020-12-19,E2,Lysimeter 1,
2020-12-20,E2,Lysimeter 1,
2020-12-21,E2,Lysimeter 1,
2020-12-22,E2,Lysimeter 1,
2020-12-23,E2,Lysimeter 1,
2020-12-24,E2,Lysimeter 1,
2020-12-25,E2,Lysimeter 1,
2020-12-26,E2,Lysimeter 1,
2020-12-27,E2,Lysimeter 1,
2020-12-28,E2,Lysimeter 1,
2020-12-29,E2,Lysimeter 1,
2020-12-30,E2,Lysimeter 1,
2020-12-31,E2,Lysimeter 1,
2021-01-01,E2,Lysimeter 1,
2021-01-02,E2,Lysimeter 1,
2021-01-03,E2,Lysimeter 1,
2021-01-04,E2,Lysimeter 1,
2021-01-05,E2,Lysimeter 1,
2021-01-06,E2,Lysimeter 1,
2021-01-07,E2,Lysimeter 1,
2021-01-08,E2,Lysimeter 1,
2021-01-09,E2,Lysimeter 1,
2021-01-10,E2,Lysimeter 1,
2021-01-11,E2,Lysimeter 1,
2021-01-12,E2,Lysimeter 1,
2021-01-13,E2,Lysimeter 1,
2021-01-14,E2,Lysimeter 1,
2021-01-15,E2,Lysimeter 1,
2021-01-16,E2,Lysimeter 1,
2021-01-17,E2,Lysimeter 1,
2021-01-18,E2,Lysimeter 1,
2021-01-19,E2,Lysimeter 1,
2021-01-20,E2,Lysimeter 1,
2021-01-21,E2,Lysimeter 1,
2021-01-22,E2,Lysimeter 1,
2021-01-23,E2,Lysimeter 1,
2021-01-24,E2,Lysimeter 1,
2021-01-25,E2,Lysimeter 1,
2021-01-26,E2,Lysimeter 1,
2021-01-27,E2,Lysimeter 1,
2021-01-28,E2,Lysimeter 1,
2021-01-29,E2,Lysimeter 1,
2021-01-30,E2,Lysimeter 1,
2021-01-31,E2,Lysimeter 1,
2021-02-01,E2,Lysimeter 1,
2021-02-02,E2,Lysimeter 1,
2021-02-03,E2,Lysimeter 1,
2021-02-04,E2,Lysimeter 1,
2021-02-05,E2,Lysimeter 1,
2021-02-06,E2,Lysimeter 1,
2021-02-07,E2,Lysimeter 1,
2021-02-08,E2,Lysimeter 1,
2021-02-09,E2,Lysimeter 1,
2021-02-10,E2,Lysimeter 1,
2021-02-11,E2,Lysimeter 1,
2021-02-12,E2,Lysimeter 1,
2021-02-13,E2,Lysimeter 1,
2021-02-14,E2,Lysimeter 1,
2021-02-15,E2,Lysimeter 1,
2021-02-16,E2,Lysimeter 1,
2021-02-17,E2,Lysimeter 1,
2021-02-18,E2,Lysimeter 1,
2021-02-19,E2,Lysimeter 1,
2021-02-20,E2,Lysimeter 1,
2021-02-21,E2,Lysimeter 1,
2021-02-22,E2,Lysimeter 1,
2021-02-23,E2,Lysimeter 1,
2021-02-24,E2,Lysimeter 1,
2021-02-25,E2,Lysimeter 1,
2021-02-26,E2,Lysimeter 1,
2021-02-27,E2,Lysimeter 1,
2021-02-28,E2,Lysimeter 1,
2021-03-01,E2,Lysimeter 1,
2021-03-02,E2,Lysimeter 1,
2021-03-03,E2,Lysimeter 1,
2021-03-04,E2,Lysimeter 1,
2021-03-05,E2,Lysimeter 1,
2021-03-06,E2,Lysimeter 1,
2021-03-07,E2,Lysimeter 1,
2021-03-08,E2,Lysimeter 1,
2021-03-09,E2,Lysimeter 1,
2021-03-10,E2,Lysimeter 1,
2021-03-11,E2,Lysimeter 1,
2021-03-12,E2,Lysimeter 1,
2021-03-13,E2,Lysimeter 1,
2021-03-14,E2,Lysimeter 1,
2021-03-15,E2,Lysimeter 1,
2021-03-16,E2,Lysimeter 1,
2021-03-17,E2,Lysimeter 1,
2021-03-18,E2,Lysimeter 1,
2021-03-19,E2,Lysimeter 1,
2021-03-20,E2,Lysimeter 1,
2021-03-21,E2,Lysimeter 1,
2021-03-22,E2,Lysimeter 1,
2021-03-23,E2,Lysimeter 1,
2021-03-24,E2,Lysimeter 1,0.008
2021-03-25,E2,Lysimeter 1,0.008
2021-03-26,E2,Lysimeter 1,0.0
2021-03-27,E2,Lysimeter 1,0.0
2021-03-28,E2,Lysimeter 1,0.0
2021-03-29,E2,Lysimeter 1,0.688
2021-03-30,E2,Lysimeter 1,1.504
2021-03-31,E2,Lysimeter 1,2.108
2021-04-01,E2,Lysimeter 1,1.944
2021-04-02,E2,Lysimeter 1,0.94
2021-04-03,E2,Lysimeter 1,0.484
2021-04-04,E2,Lysimeter 1,0.684
2021-04-05,E2,Lysimeter 1,0.812
2021-04-06,E2,Lysimeter 1,0.596
2021-04-07,E2,Lysimeter 1,0.624
2021-04-08,E2,Lysimeter 1,0.376
2021-04-09,E2,Lysimeter 1,0.528
2021-04-10,E2,Lysimeter 1,0.408
2021-04-11,E2,Lysimeter 1,0.312
2021-04-12,E2,Lysimeter 1,0.232
2021-04-13,E2,Lysimeter 1,0.264
2021-04-14,E2,Lysimeter 1,0.264
2021-04-15,E2,Lysimeter 1,0.224
2021-04-16,E2,Lysimeter 1,0.12
2021-04-17,E2,Lysimeter 1,0.108
2021-04-18,E2,Lysimeter 1,0.328
2021-04-19,E2,Lysimeter 1,0.204
2021-04-20,E2,Lysimeter 1,0.184
2021-04-21,E2,Lysimeter 1,0.028
2021-04-22,E2,Lysimeter 1,0.012
2021-04-23,E2,Lysimeter 1,0.104
2021-04-24,E2,Lysimeter 1,0.232
2021-04-25,E2,Lysimeter 1,0.004
2021-04-26,E2,Lysimeter 1,0.208
2021-04-27,E2,Lysimeter 1,0.04
2021-04-28,E2,Lysimeter 1,0.264
2021-04-29,E2,Lysimeter 1,0.016
2021-04-30,E2,Lysimeter 1,0.308
2021-05-01,E2,Lysimeter 1,0.004
2021-05-02,E2,Lysimeter 1,1.068
2021-05-03,E2,Lysimeter 1,0.964
2021-05-04,E2,Lysimeter 1,1.044
2021-05-05,E2,Lysimeter 1,0.964
2021-05-06,E2,Lysimeter 1,0.784
2021-05-07,E2,Lysimeter 1,0.748
2021-05-08,E2,Lysimeter 1,0.748
2021-05-09,E2,Lysimeter 1,0.752
2021-05-10,E2,Lysimeter 1,0.716
2021-05-11,E2,Lysimeter 1,0.66
2021-05-12,E2,Lysimeter 1,0.592
2021-05-13,E2,Lysimeter 1,0.58
2021-05-14,E2,Lysimeter 1,0.428
2021-05-15,E2,Lysimeter 1,0.724
2021-05-16,E2,Lysimeter 1,0.48
2021-05-17,E2,Lysimeter 1,0.392
2021-05-18,E2,Lysimeter 1,0.356
2021-05-19,E2,Lysimeter 1,0.576
2021-05-20,E2,Lysimeter 1,0.216
2021-05-21,E2,Lysimeter 1,0.424
2021-05-22,E2,Lysimeter 1,0.5
2021-05-23,E2,Lysimeter 1,0.456
2021-05-24,E2,Lysimeter 1,0.348
2021-05-25,E2,Lysimeter 1,0.212
2021-05-26,E2,Lysimeter 1,0.0
2021-05-27,E2,Lysimeter 1,0.0
2021-05-28,E2,Lysimeter 1,0.0
2021-05-29,E2,Lysimeter 1,0.0
2021-05-30,E2,Lysimeter 1,0.0
2021-05-31,E2,Lysimeter 1,0.0
2021-06-01,E2,Lysimeter 1,0.0
2021-06-02,E2,Lysimeter 1,0.0
2021-06-03,E2,Lysimeter 1,0.0
2021-06-04,E2,Lysimeter 1,0.0
2021-06-05,E2,Lysimeter 1,0.0
2021-06-06,E2,Lysimeter 1,0.0
2021-06-07,E2,Lysimeter 1,0.0
2021-06-08,E2,Lysimeter 1,
2021-06-09,E2,Lysimeter 1,
2021-06-10,E2,Lysimeter 1,
2021-06-11,E2,Lysimeter 1,
2021-06-12,E2,Lysimeter 1,
2021-06-13,E2,Lysimeter 1,
2021-06-14,E2,Lysimeter 1,
2021-06-15,E2,Lysimeter 1,
2021-06-16,E2,Lysimeter 1,
2021-06-17,E2,Lysimeter 1,
